# Abundance evolution pp-chain (t_eq = {t_eq} Gyr)
# time [Gyr], 1H, 2H, 3He, 4He
3.034842290238672000e+16,6.971198927234438791e-01,4.226497695297362611e-19,9.307695510207179035e-06,7.456073794386737508e-02
3.037995890238672000e+16,6.971019121497986637e-01,4.226388682695850412e-19,9.307455440017912596e-06,7.456433420263852696e-02
3.041149490238672000e+16,6.970839325036510825e-01,4.226279675717569761e-19,9.307215382212261071e-06,7.456793027590273570e-02
3.044303090238672000e+16,6.970659537849293041e-01,4.226170674362085397e-19,9.306975336789267310e-06,7.457152616367433706e-02
3.047456690238672000e+16,6.970479759935617192e-01,4.226061678628962542e-19,9.306735303747974168e-06,7.457512186596769455e-02
3.050610290238672000e+16,6.970299991294763853e-01,4.225952688517766417e-19,9.306495283087424497e-06,7.457871738279714391e-02
3.053763890238672000e+16,6.970120231926016929e-01,4.225843704028061762e-19,9.306255274806659455e-06,7.458231271417704866e-02
3.056917490238672000e+16,6.969940481828659218e-01,4.225734725159413318e-19,9.306015278904720202e-06,7.458590786012174456e-02
3.060071090238672000e+16,6.969760741001972404e-01,4.225625751911385822e-19,9.305775295380649590e-06,7.458950282064558124e-02
3.063224690238672000e+16,6.969581009445240394e-01,4.225516784283546906e-19,9.305535324233492166e-06,7.459309759576290833e-02
3.066378290238672000e+16,6.969401287157745983e-01,4.225407822275459381e-19,9.305295365462287394e-06,7.459669218548806158e-02
3.069531890238672000e+16,6.969221574138771969e-01,4.225298865886688470e-19,9.305055419066079821e-06,7.460028658983539063e-02
3.072685490238672000e+16,6.969041870387601145e-01,4.225189915116801802e-19,9.304815485043912301e-06,7.460388080881923123e-02
3.075839090238672000e+16,6.968862175903516309e-01,4.225080969965362189e-19,9.304575563394827686e-06,7.460747484245391914e-02
3.078992690238672000e+16,6.968682490685801367e-01,4.224972030431937262e-19,9.304335654117868828e-06,7.461106869075379011e-02
3.082146290238672000e+16,6.968502814733739115e-01,4.224863096516089352e-19,9.304095757212076887e-06,7.461466235373317990e-02
3.085299890238672000e+16,6.968323148046613458e-01,4.224754168217387051e-19,9.303855872676496409e-06,7.461825583140642426e-02
3.088453490238672000e+16,6.968143490623707192e-01,4.224645245535394618e-19,9.303616000510170247e-06,7.462184912378785895e-02
3.091607090238672000e+16,6.967963842464303115e-01,4.224536328469678718e-19,9.303376140712142948e-06,7.462544223089180584e-02
3.094760690238672000e+16,6.967784203567686241e-01,4.224427417019802165e-19,9.303136293281457364e-06,7.462903515273260069e-02
3.097914290238672000e+16,6.967604573933139367e-01,4.224318511185333550e-19,9.302896458217156349e-06,7.463262788932457925e-02
3.101067890238672000e+16,6.967424953559946399e-01,4.224209610965836652e-19,9.302656635518282755e-06,7.463622044068204953e-02
3.104221490238672000e+16,6.967245342447391243e-01,4.224100716360878616e-19,9.302416825183882823e-06,7.463981280681934727e-02
3.107375090238672000e+16,6.967065740594757806e-01,4.223991827370026109e-19,9.302177027212999406e-06,7.464340498775079435e-02
3.110528690238672000e+16,6.966886148001329992e-01,4.223882943992841463e-19,9.301937241604675357e-06,7.464699698349071266e-02
3.113682290238672000e+16,6.966706564666391710e-01,4.223774066228894714e-19,9.301697468357953528e-06,7.465058879405342407e-02
3.116835890238672000e+16,6.966526990589226864e-01,4.223665194077748195e-19,9.301457707471881854e-06,7.465418041945325045e-02
3.119989490238672000e+16,6.966347425769119361e-01,4.223556327538971460e-19,9.301217958945503188e-06,7.465777185970451368e-02
3.123143090238672000e+16,6.966167870205354218e-01,4.223447466612126842e-19,9.300978222777860383e-06,7.466136311482152177e-02
3.126296690238672000e+16,6.965988323897215340e-01,4.223338611296782933e-19,9.300738498967997986e-06,7.466495418481858271e-02
3.129450290238672000e+16,6.965808786843986633e-01,4.223229761592505434e-19,9.300498787514962238e-06,7.466854506971001837e-02
3.132603890238672000e+16,6.965629259044953114e-01,4.223120917498860050e-19,9.300259088417795990e-06,7.467213576951013676e-02
3.135757490238672000e+16,6.965449740499399800e-01,4.223012079015413445e-19,9.300019401675545486e-06,7.467572628423325976e-02
3.138911090238672000e+16,6.965270231206610596e-01,4.222903246141730842e-19,9.299779727287253576e-06,7.467931661389368148e-02
3.142064690238672000e+16,6.965090731165870519e-01,4.222794418877380831e-19,9.299540065251968196e-06,7.468290675850570992e-02
3.145218290238672000e+16,6.964911240376463475e-01,4.222685597221927671e-19,9.299300415568733893e-06,7.468649671808366697e-02
3.148371890238672000e+16,6.964731758837674480e-01,4.222576781174938029e-19,9.299060778236591825e-06,7.469008649264183286e-02
3.151525490238672000e+16,6.964552286548788551e-01,4.222467970735979050e-19,9.298821153254591623e-06,7.469367608219452948e-02
3.154679090238672000e+16,6.964372823509091814e-01,4.222359165904616920e-19,9.298581540621774443e-06,7.469726548675605093e-02
3.157832690238672000e+16,6.964193369717868176e-01,4.222250366680417822e-19,9.298341940337189916e-06,7.470085470634070524e-02
3.160986290238672000e+16,6.964013925174402653e-01,4.222141573062948905e-19,9.298102352399882588e-06,7.470444374096277262e-02
3.164139890238672000e+16,6.963834489877980261e-01,4.222032785051777315e-19,9.297862776808897006e-06,7.470803259063656110e-02
3.167293490238672000e+16,6.963655063827887126e-01,4.221924002646465865e-19,9.297623213563276022e-06,7.471162125537637866e-02
3.170447090238672000e+16,6.963475647023408266e-01,4.221815225846587001e-19,9.297383662662069267e-06,7.471520973519650555e-02
3.173600690238672000e+16,6.963296239463828696e-01,4.221706454651704016e-19,9.297144124104322980e-06,7.471879803011123589e-02
3.176754290238672000e+16,6.963116841148434544e-01,4.221597689061384541e-19,9.296904597889081709e-06,7.472238614013484992e-02
3.179907890238672000e+16,6.962937452076510825e-01,4.221488929075195239e-19,9.296665084015391694e-06,7.472597406528165564e-02
3.183061490238672000e+16,6.962758072247342556e-01,4.221380174692703260e-19,9.296425582482299176e-06,7.472956180556593331e-02
3.186215090238672000e+16,6.962578701660216973e-01,4.221271425913475268e-19,9.296186093288850397e-06,7.473314936100196315e-02
3.189368690238672000e+16,6.962399340314419094e-01,4.221162682737078411e-19,9.295946616434091597e-06,7.473673673160403930e-02
3.192522290238672000e+16,6.962219988209233934e-01,4.221053945163079836e-19,9.295707151917069017e-06,7.474032391738644199e-02
3.195675890238672000e+16,6.962040645343948730e-01,4.220945213191046208e-19,9.295467699736828897e-06,7.474391091836346535e-02
3.198829490238672000e+16,6.961861311717848499e-01,4.220836486820545639e-19,9.295228259892420868e-06,7.474749773454937574e-02
3.201983090238672000e+16,6.961681987330219368e-01,4.220727766051142867e-19,9.294988832382889476e-06,7.475108436595845340e-02
3.205136690238672000e+16,6.961502672180348572e-01,4.220619050882407448e-19,9.294749417207279267e-06,7.475467081260497859e-02
3.208290290238672000e+16,6.961323366267521129e-01,4.220510341313906048e-19,9.294510014364641565e-06,7.475825707450323154e-02
3.211443890238672000e+16,6.961144069591024275e-01,4.220401637345205812e-19,9.294270623854020917e-06,7.476184315166747862e-02
3.214597490238672000e+16,6.960964782150143026e-01,4.220292938975874853e-19,9.294031245674465257e-06,7.476542904411200008e-02
3.217751090238672000e+16,6.960785503944165731e-01,4.220184246205477909e-19,9.293791879825022520e-06,7.476901475185106227e-02
3.220904690238672000e+16,6.960606234972377404e-01,4.220075559033585498e-19,9.293552526304738948e-06,7.477260027489894545e-02
3.224058290238672000e+16,6.960426975234065283e-01,4.219966877459763804e-19,9.293313185112662476e-06,7.477618561326991597e-02
3.227211890238672000e+16,6.960247724728515495e-01,4.219858201483579975e-19,9.293073856247839343e-06,7.477977076697822634e-02
3.230365490238672000e+16,6.960068483455015276e-01,4.219749531104602122e-19,9.292834539709317486e-06,7.478335573603815678e-02
3.233519090238672000e+16,6.959889251412850752e-01,4.219640866322398834e-19,9.292595235496148228e-06,7.478694052046397367e-02
3.236672690238672000e+16,6.959710028601309162e-01,4.219532207136534853e-19,9.292355943607374420e-06,7.479052512026992949e-02
3.239826290238672000e+16,6.959530815019677741e-01,4.219423553546579252e-19,9.292116664042045693e-06,7.479410953547030450e-02
3.242979890238672000e+16,6.959351610667243726e-01,4.219314905552103029e-19,9.291877396799213369e-06,7.479769376607933729e-02
3.246133490238672000e+16,6.959172415543293244e-01,4.219206263152668518e-19,9.291638141877921994e-06,7.480127781211129423e-02
3.249287090238672000e+16,6.958993229647113532e-01,4.219097626347846717e-19,9.291398899277221200e-06,7.480486167358044169e-02
3.252440690238672000e+16,6.958814052977992937e-01,4.218988995137204773e-19,9.291159668996157225e-06,7.480844535050103217e-02
3.255594290238672000e+16,6.958634885535217585e-01,4.218880369520310797e-19,9.290920451033781393e-06,7.481202884288730426e-02
3.258747890238672000e+16,6.958455727318075823e-01,4.218771749496732898e-19,9.290681245389139945e-06,7.481561215075352433e-02
3.261901490238672000e+16,6.958276578325854889e-01,4.218663135066038707e-19,9.290442052061282510e-06,7.481919527411394488e-02
3.265055090238672000e+16,6.958097438557842018e-01,4.218554526227796332e-19,9.290202871049258718e-06,7.482277821298281839e-02
3.268208690238672000e+16,6.957918308013324449e-01,4.218445922981574847e-19,9.289963702352118196e-06,7.482636096737438347e-02
3.271362290238672000e+16,6.957739186691590527e-01,4.218337325326939474e-19,9.289724545968907187e-06,7.482994353730289261e-02
3.274515890238672000e+16,6.957560074591927490e-01,4.218228733263462174e-19,9.289485401898675318e-06,7.483352592278258442e-02
3.277669490238672000e+16,6.957380971713623685e-01,4.218120146790707687e-19,9.289246270140470526e-06,7.483710812382771138e-02
3.280823090238672000e+16,6.957201878055967459e-01,4.218011565908247012e-19,9.289007150693345826e-06,7.484069014045251211e-02
3.283976690238672000e+16,6.957022793618246048e-01,4.217902990615648260e-19,9.288768043556349155e-06,7.484427197267122522e-02
3.287130290238672000e+16,6.956843718399746690e-01,4.217794420912478096e-19,9.288528948728528447e-06,7.484785362049810320e-02
3.290283890238672000e+16,6.956664652399758841e-01,4.217685856798304631e-19,9.288289866208935026e-06,7.485143508394737077e-02
3.293437490238672000e+16,6.956485595617569739e-01,4.217577298272698382e-19,9.288050795996615131e-06,7.485501636303326656e-02
3.296591090238672000e+16,6.956306548052468841e-01,4.217468745335227941e-19,9.287811738090621781e-06,7.485859745777002916e-02
3.299744690238672000e+16,6.956127509703743383e-01,4.217360197985459973e-19,9.287572692490004604e-06,7.486217836817189719e-02
3.302898290238672000e+16,6.955948480570682824e-01,4.217251656222964033e-19,9.287333659193813229e-06,7.486575909425309538e-02
3.306051890238672000e+16,6.955769460652574399e-01,4.217143120047307269e-19,9.287094638201095592e-06,7.486933963602786235e-02
3.309205490238672000e+16,6.955590449948707565e-01,4.217034589458060680e-19,9.286855629510904709e-06,7.487291999351040894e-02
3.312359090238672000e+16,6.955411448458370671e-01,4.216926064454792857e-19,9.286616633122288516e-06,7.487650016671498765e-02
3.315512690238672000e+16,6.955232456180852063e-01,4.216817545037070947e-19,9.286377649034298335e-06,7.488008015565580933e-02
3.318666290238672000e+16,6.955053473115441198e-01,4.216709031204464506e-19,9.286138677245985490e-06,7.488365996034709871e-02
3.321819890238672000e+16,6.954874499261426424e-01,4.216600522956542124e-19,9.285899717756399609e-06,7.488723958080308052e-02
3.324973490238672000e+16,6.954695534618097197e-01,4.216492020292872394e-19,9.285660770564590322e-06,7.489081901703797950e-02
3.328127090238672000e+16,6.954516579184741865e-01,4.216383523213025352e-19,9.285421835669610647e-06,7.489439826906602038e-02
3.331280690238672000e+16,6.954337632960649884e-01,4.216275031716570552e-19,9.285182913070508517e-06,7.489797733690141401e-02
3.334434290238672000e+16,6.954158695945110713e-01,4.216166545803074179e-19,9.284944002766336950e-06,7.490155622055838514e-02
3.337587890238672000e+16,6.953979768137412698e-01,4.216058065472108676e-19,9.284705104756145575e-06,7.490513492005114460e-02
3.340741490238672000e+16,6.953800849536845297e-01,4.215949590723239746e-19,9.284466219038987409e-06,7.490871343539391713e-02
3.343895090238672000e+16,6.953621940142699076e-01,4.215841121556038869e-19,9.284227345613912081e-06,7.491229176660089972e-02
3.347048690238672000e+16,6.953443039954262384e-01,4.215732657970074638e-19,9.283988484479970915e-06,7.491586991368631709e-02
3.350202290238672000e+16,6.953264148970824676e-01,4.215624199964917570e-19,9.283749635636215234e-06,7.491944787666438010e-02
3.353355890238672000e+16,6.953085267191675412e-01,4.215515747540133848e-19,9.283510799081696359e-06,7.492302565554928573e-02
3.356509490238672000e+16,6.952906394616105157e-01,4.215407300695295436e-19,9.283271974815467310e-06,7.492660325035525870e-02
3.359663090238672000e+16,6.952727531243403369e-01,4.215298859429970925e-19,9.283033162836577714e-06,7.493018066109649600e-02
3.362816690238672000e+16,6.952548677072859507e-01,4.215190423743729870e-19,9.282794363144082284e-06,7.493375788778719460e-02
3.365970290238672000e+16,6.952369832103763025e-01,4.215081993636141344e-19,9.282555575737030647e-06,7.493733493044156535e-02
3.369123890238672000e+16,6.952190996335404494e-01,4.214973569106774419e-19,9.282316800614474127e-06,7.494091178907380524e-02
3.372277490238672000e+16,6.952012169767073368e-01,4.214865150155201058e-19,9.282078037775465742e-06,7.494448846369812511e-02
3.375431090238672000e+16,6.951833352398060217e-01,4.214756736780987446e-19,9.281839287219058508e-06,7.494806495432870808e-02
3.378584690238672000e+16,6.951654544227655608e-01,4.214648328983704581e-19,9.281600548944302055e-06,7.495164126097976498e-02
3.381738290238672000e+16,6.951475745255148997e-01,4.214539926762924426e-19,9.281361822950252787e-06,7.495521738366547893e-02
3.384891890238672000e+16,6.951296955479832063e-01,4.214431530118213164e-19,9.281123109235958640e-06,7.495879332240006077e-02
3.388045490238672000e+16,6.951118174900993152e-01,4.214323139049143721e-19,9.280884407800476019e-06,7.496236907719769360e-02
3.391199090238672000e+16,6.950939403517923942e-01,4.214214753555282763e-19,9.280645718642856247e-06,7.496594464807256053e-02
3.394352690238672000e+16,6.950760641329915002e-01,4.214106373636202732e-19,9.280407041762150648e-06,7.496952003503885853e-02
3.397506290238672000e+16,6.950581888336256897e-01,4.213997999291472222e-19,9.280168377157413932e-06,7.497309523811078458e-02
3.400659890238672000e+16,6.950403144536240196e-01,4.213889630520661749e-19,9.279929724827697422e-06,7.497667025730252177e-02
3.403813490238672000e+16,6.950224409929155467e-01,4.213781267323340868e-19,9.279691084772057524e-06,7.498024509262825321e-02
3.406967090238672000e+16,6.950045684514293276e-01,4.213672909699081059e-19,9.279452456989543868e-06,7.498381974410216200e-02
3.410120690238672000e+16,6.949866968290945302e-01,4.213564557647449471e-19,9.279213841479209469e-06,7.498739421173843123e-02
3.413274290238672000e+16,6.949688261258402111e-01,4.213456211168018546e-19,9.278975238240109039e-06,7.499096849555124400e-02
3.416427890238672000e+16,6.949509563415954272e-01,4.213347870260357839e-19,9.278736647271297291e-06,7.499454259555476954e-02
3.419581490238672000e+16,6.949330874762893462e-01,4.213239534924037868e-19,9.278498068571825545e-06,7.499811651176319094e-02
3.422735090238672000e+16,6.949152195298511359e-01,4.213131205158628669e-19,9.278259502140748515e-06,7.500169024419069130e-02
3.425888690238672000e+16,6.948973525022098530e-01,4.213022880963700278e-19,9.278020947977120910e-06,7.500526379285145373e-02
3.429042290238672000e+16,6.948794863932946653e-01,4.212914562338823212e-19,9.277782406079994055e-06,7.500883715775963356e-02
3.432195890238672000e+16,6.948616212030346295e-01,4.212806249283567508e-19,9.277543876448422660e-06,7.501241033892941390e-02
3.435349490238672000e+16,6.948437569313590245e-01,4.212697941797504647e-19,9.277305359081461437e-06,7.501598333637496396e-02
3.438503090238672000e+16,6.948258935781969070e-01,4.212589639880206108e-19,9.277066853978165097e-06,7.501955615011045297e-02
3.441656690238672000e+16,6.948080311434774448e-01,4.212481343531239040e-19,9.276828361137586657e-06,7.502312878015005015e-02
3.444810290238672000e+16,6.947901696271298055e-01,4.212373052750174923e-19,9.276589880558779134e-06,7.502670122650791085e-02
3.447963890238672000e+16,6.947723090290832682e-01,4.212264767536586199e-19,9.276351412240800627e-06,7.503027348919821815e-02
3.451117490238672000e+16,6.947544493492668893e-01,4.212156487890043388e-19,9.276112956182702460e-06,7.503384556823512741e-02
3.454271090238672000e+16,6.947365905876099479e-01,4.212048213810115562e-19,9.275874512383541038e-06,7.503741746363279397e-02
3.457424690238672000e+16,6.947187327440416116e-01,4.211939945296374202e-19,9.275636080842369378e-06,7.504098917540538705e-02
3.460578290238672000e+16,6.947008758184910482e-01,4.211831682348390306e-19,9.275397661558243886e-06,7.504456070356706199e-02
3.463731890238672000e+16,6.946830198108875365e-01,4.211723424965733912e-19,9.275159254530219272e-06,7.504813204813197414e-02
3.466885490238672000e+16,6.946651647211602443e-01,4.211615173147977462e-19,9.274920859757348554e-06,7.505170320911429271e-02
3.470039090238672000e+16,6.946473105492384503e-01,4.211506926894690993e-19,9.274682477238688138e-06,7.505527418652815919e-02
3.473192690238672000e+16,6.946294572950513224e-01,4.211398686205445503e-19,9.274444106973296121e-06,7.505884498038774277e-02
3.476346290238672000e+16,6.946116049585281393e-01,4.211290451079811992e-19,9.274205748960223829e-06,7.506241559070718494e-02
3.479499890238672000e+16,6.945937535395981799e-01,4.211182221517360497e-19,9.273967403198525971e-06,7.506598601750062716e-02
3.482653490238672000e+16,6.945759030381907229e-01,4.211073997517662978e-19,9.273729069687260647e-06,7.506955626078222477e-02
3.485807090238672000e+16,6.945580534542349360e-01,4.210965779080291399e-19,9.273490748425482569e-06,7.507312632056613311e-02
3.488960690238672000e+16,6.945402047876602092e-01,4.210857566204816276e-19,9.273252439412246447e-06,7.507669619686649365e-02
3.492114290238672000e+16,6.945223570383957101e-01,4.210749358890810054e-19,9.273014142646610381e-06,7.508026588969744786e-02
3.495267890238672000e+16,6.945045102063708287e-01,4.210641157137841805e-19,9.272775858127629082e-06,7.508383539907315107e-02
3.498421490238672000e+16,6.944866642915147326e-01,4.210532960945483973e-19,9.272537585854360651e-06,7.508740472500773089e-02
3.501575090238672000e+16,6.944688192937568116e-01,4.210424770313306594e-19,9.272299325825856408e-06,7.509097386751532877e-02
3.504728690238672000e+16,6.944509752130263447e-01,4.210316585240884038e-19,9.272061078041174455e-06,7.509454282661008617e-02
3.507882290238672000e+16,6.944331320492526105e-01,4.210208405727785378e-19,9.271822842499371196e-06,7.509811160230614457e-02
3.511035890238672000e+16,6.944152898023649989e-01,4.210100231773583539e-19,9.271584619199504731e-06,7.510168019461764544e-02
3.514189490238672000e+16,6.943974484722928997e-01,4.209992063377847594e-19,9.271346408140629771e-06,7.510524860355871635e-02
3.517343090238672000e+16,6.943796080589654807e-01,4.209883900540151431e-19,9.271108209321802721e-06,7.510881682914348489e-02
3.520496690238672000e+16,6.943617685623122426e-01,4.209775743260066049e-19,9.270870022742079986e-06,7.511238487138609254e-02
3.523650290238672000e+16,6.943439299822624644e-01,4.209667591537163410e-19,9.270631848400519667e-06,7.511595273030065301e-02
3.526803890238672000e+16,6.943260923187454248e-01,4.209559445371014514e-19,9.270393686296178167e-06,7.511952040590130775e-02
3.529957490238672000e+16,6.943082555716906246e-01,4.209451304761191803e-19,9.270155536428111893e-06,7.512308789820218435e-02
3.533111090238672000e+16,6.942904197410273426e-01,4.209343169707266759e-19,9.269917398795377250e-06,7.512665520721741041e-02
3.536264690238672000e+16,6.942725848266850797e-01,4.209235040208810381e-19,9.269679273397032337e-06,7.513022233296111352e-02
3.539418290238672000e+16,6.942547508285931146e-01,4.209126916265397519e-19,9.269441160232135254e-06,7.513378927544740737e-02
3.542571890238672000e+16,6.942369177466808372e-01,4.209018797876595803e-19,9.269203059299740711e-06,7.513735603469041957e-02
3.545725490238672000e+16,6.942190855808777483e-01,4.208910685041981527e-19,9.268964970598908502e-06,7.514092261070426382e-02
3.548879090238672000e+16,6.942012543311132378e-01,4.208802577761122802e-19,9.268726894128695033e-06,7.514448900350305383e-02
3.552032690238672000e+16,6.941834239973165843e-01,4.208694476033594479e-19,9.268488829888158403e-06,7.514805521310091718e-02
3.555186290238672000e+16,6.941655945794173999e-01,4.208586379858968520e-19,9.268250777876356711e-06,7.515162123951196760e-02
3.558339890238672000e+16,6.941477660773449632e-01,4.208478289236815442e-19,9.268012738092346362e-06,7.515518708275031878e-02
3.561493490238672000e+16,6.941299384910287751e-01,4.208370204166708652e-19,9.267774710535187151e-06,7.515875274283008445e-02
3.564647090238672000e+16,6.941121118203983364e-01,4.208262124648220113e-19,9.267536695203933787e-06,7.516231821976537830e-02
3.567800690238672000e+16,6.940942860653830371e-01,4.208154050680921786e-19,9.267298692097647759e-06,7.516588351357030018e-02
3.570954290238672000e+16,6.940764612259123778e-01,4.208045982264386114e-19,9.267060701215385472e-06,7.516944862425897766e-02
3.574107890238672000e+16,6.940586373019157485e-01,4.207937919398186987e-19,9.266822722556206719e-06,7.517301355184549672e-02
3.577261490238672000e+16,6.940408142933226499e-01,4.207829862081894439e-19,9.266584756119167907e-06,7.517657829634397104e-02
3.580415090238672000e+16,6.940229922000625828e-01,4.207721810315079952e-19,9.266346801903328827e-06,7.518014285776851435e-02
3.583568690238672000e+16,6.940051710220650483e-01,4.207613764097320783e-19,9.266108859907747579e-06,7.518370723613321260e-02
3.586722290238672000e+16,6.939873507592595470e-01,4.207505723428186970e-19,9.265870930131482264e-06,7.518727143145217950e-02
3.589875890238672000e+16,6.939695314115755798e-01,4.207397688307249029e-19,9.265633012573592673e-06,7.519083544373950101e-02
3.593029490238672000e+16,6.939517129789426475e-01,4.207289658734082293e-19,9.265395107233136908e-06,7.519439927300929083e-02
3.596183090238672000e+16,6.939338954612902510e-01,4.207181634708257762e-19,9.265157214109174760e-06,7.519796291927563492e-02
3.599336690238672000e+16,6.939160788585480022e-01,4.207073616229350767e-19,9.264919333200764330e-06,7.520152638255263311e-02
3.602490290238672000e+16,6.938982631706452908e-01,4.206965603296931826e-19,9.264681464506967104e-06,7.520508966285438524e-02
3.605643890238672000e+16,6.938804483975117288e-01,4.206857595910573384e-19,9.264443608026839489e-06,7.520865276019497725e-02
3.608797490238672000e+16,6.938626345390769279e-01,4.206749594069849808e-19,9.264205763759441277e-06,7.521221567458849511e-02
3.611951090238672000e+16,6.938448215952703890e-01,4.206641597774333543e-19,9.263967931703832263e-06,7.521577840604903864e-02
3.615104690238672000e+16,6.938270095660216130e-01,4.206533607023597996e-19,9.263730111859073933e-06,7.521934095459069380e-02
3.618258290238672000e+16,6.938091984512602117e-01,4.206425621817214165e-19,9.263492304224222692e-06,7.522290332022754655e-02
3.621411890238672000e+16,6.937913882509157970e-01,4.206317642154757383e-19,9.263254508798340030e-06,7.522646550297368284e-02
3.624565490238672000e+16,6.937735789649179807e-01,4.206209668035798649e-19,9.263016725580484043e-06,7.523002750284318862e-02
3.627719090238672000e+16,6.937557705931962637e-01,4.206101699459913296e-19,9.262778954569717916e-06,7.523358931985013598e-02
3.630872690238672000e+16,6.937379631356802578e-01,4.205993736426674248e-19,9.262541195765099745e-06,7.523715095400861086e-02
3.634026290238672000e+16,6.937201565922996860e-01,4.205885778935652023e-19,9.262303449165689326e-06,7.524071240533269922e-02
3.637179890238672000e+16,6.937023509629840490e-01,4.205777826986422917e-19,9.262065714770548145e-06,7.524427367383647314e-02
3.640333490238672000e+16,6.936845462476629587e-01,4.205669880578558891e-19,9.261827992578734303e-06,7.524783475953400469e-02
3.643487090238672000e+16,6.936667424462660270e-01,4.205561939711633352e-19,9.261590282589310979e-06,7.525139566243937983e-02
3.646640690238672000e+16,6.936489395587229767e-01,4.205454004385220189e-19,9.261352584801336275e-06,7.525495638256667064e-02
3.649794290238672000e+16,6.936311375849634198e-01,4.205346074598892325e-19,9.261114899213871676e-06,7.525851691992993531e-02
3.652947890238672000e+16,6.936133365249169680e-01,4.205238150352223169e-19,9.260877225825978672e-06,7.526207727454325980e-02
3.656101490238672000e+16,6.935955363785133443e-01,4.205130231644787570e-19,9.260639564636718749e-06,7.526563744642070231e-02
3.659255090238672000e+16,6.935777371456821605e-01,4.205022318476156046e-19,9.260401915645150007e-06,7.526919743557634879e-02
3.662408690238672000e+16,6.935599388263530285e-01,4.204914410845905856e-19,9.260164278850335626e-06,7.527275724202424356e-02
3.665562290238672000e+16,6.935421414204556712e-01,4.204806508753607998e-19,9.259926654251333708e-06,7.527631686577847259e-02
3.668715890238672000e+16,6.935243449279198114e-01,4.204698612198836843e-19,9.259689041847209127e-06,7.527987630685308018e-02
3.671869490238672000e+16,6.935065493486751720e-01,4.204590721181166760e-19,9.259451441637021676e-06,7.528343556526213842e-02
3.675023090238672000e+16,6.934887546826513649e-01,4.204482835700171155e-19,9.259213853619832843e-06,7.528699464101970551e-02
3.678176690238672000e+16,6.934709609297781130e-01,4.204374955755423434e-19,9.258976277794702422e-06,7.529055353413985352e-02
3.681330290238672000e+16,6.934531680899851391e-01,4.204267081346497968e-19,9.258738714160695289e-06,7.529411224463662677e-02
3.684483890238672000e+16,6.934353761632021662e-01,4.204159212472968644e-19,9.258501162716869541e-06,7.529767077252408347e-02
3.687637490238672000e+16,6.934175851493589171e-01,4.204051349134408387e-19,9.258263623462288362e-06,7.530122911781628181e-02
3.690791090238672000e+16,6.933997950483852257e-01,4.203943491330393011e-19,9.258026096396014933e-06,7.530478728052726611e-02
3.693944690238672000e+16,6.933820058602107039e-01,4.203835639060495923e-19,9.257788581517110741e-06,7.530834526067109458e-02
3.697098290238672000e+16,6.933642175847651856e-01,4.203727792324290530e-19,9.257551078824637273e-06,7.531190305826182541e-02
3.700251890238672000e+16,6.933464302219783937e-01,4.203619951121351681e-19,9.257313588317656018e-06,7.531546067331350292e-02
3.703405490238672000e+16,6.933286437717800510e-01,4.203512115451254229e-19,9.257076109995231850e-06,7.531901810584017143e-02
3.706559090238672000e+16,6.933108582340999915e-01,4.203404285313569653e-19,9.256838643856422870e-06,7.532257535585587527e-02
3.709712690238672000e+16,6.932930736088679380e-01,4.203296460707874731e-19,9.256601189900293952e-06,7.532613242337465875e-02
3.712866290238672000e+16,6.932752898960137244e-01,4.203188641633743832e-19,9.256363748125908279e-06,7.532968930841056621e-02
3.716019890238672000e+16,6.932575070954670737e-01,4.203080828090748918e-19,9.256126318532327337e-06,7.533324601097764195e-02
3.719173490238672000e+16,6.932397252071578198e-01,4.202973020078466767e-19,9.255888901118614309e-06,7.533680253108993030e-02
3.722327090238672000e+16,6.932219442310157964e-01,4.202865217596470784e-19,9.255651495883830682e-06,7.534035886876147559e-02
3.725480690238672000e+16,6.932041641669708376e-01,4.202757420644335820e-19,9.255414102827039637e-06,7.534391502400629437e-02
3.728634290238672000e+16,6.931863850149527773e-01,4.202649629221635283e-19,9.255176721947306050e-06,7.534747099683844485e-02
3.731787890238672000e+16,6.931686067748913382e-01,4.202541843327946430e-19,9.254939353243693103e-06,7.535102678727194359e-02
3.734941490238672000e+16,6.931508294467164655e-01,4.202434062962841224e-19,9.254701996715262283e-06,7.535458239532083491e-02
3.738095090238672000e+16,6.931330530303579929e-01,4.202326288125895478e-19,9.254464652361076772e-06,7.535813782099914926e-02
3.741248690238672000e+16,6.931152775257456433e-01,4.202218518816683562e-19,9.254227320180203139e-06,7.536169306432091708e-02
3.744402290238672000e+16,6.930975029328093617e-01,4.202110755034780327e-19,9.253990000171699484e-06,7.536524812530016881e-02
3.747555890238672000e+16,6.930797292514790930e-01,4.202002996779761586e-19,9.253752692334634071e-06,7.536880300395093490e-02
3.750709490238672000e+16,6.930619564816845601e-01,4.201895244051200266e-19,9.253515396668070080e-06,7.537235770028723192e-02
3.753863090238672000e+16,6.930441846233558190e-01,4.201787496848671216e-19,9.253278113171067306e-06,7.537591221432309030e-02
3.757016690238672000e+16,6.930264136764225924e-01,4.201679755171750733e-19,9.253040841842692318e-06,7.537946654607252661e-02
3.760170290238672000e+16,6.930086436408148254e-01,4.201572019020013667e-19,9.252803582682009992e-06,7.538302069554957130e-02
3.763323890238672000e+16,6.929908745164624628e-01,4.201464288393033424e-19,9.252566335688083509e-06,7.538657466276824093e-02
