# Abundance evolution pp-chain (t_eq = {t_eq} Gyr)
# time [Gyr], 1H, 2H, 3He, 4He
3.907733669023867520e+17,5.384026598352762427e-01,3.264227035676497369e-19,7.188559775643133026e-06,1.063054560029419171e-01
3.908049029023867520e+17,5.383919345689355263e-01,3.264162010543885773e-19,7.188416575722420167e-06,1.063076011421300177e-01
3.908364389023867520e+17,5.383812097298880106e-01,3.264096988001867101e-19,7.188273381506773209e-06,1.063097461958560502e-01
3.908679749023867520e+17,5.383704853181081607e-01,3.264031968050286316e-19,7.188130192995851647e-06,1.063118911641251219e-01
3.908995109023867520e+17,5.383597613335704413e-01,3.263966950688988861e-19,7.187987010189314972e-06,1.063140360469423396e-01
3.909310469023867520e+17,5.383490377762494283e-01,3.263901935917819217e-19,7.187843833086820985e-06,1.063161808443128103e-01
3.909625829023867520e+17,5.383383146461194757e-01,3.263836923736623793e-19,7.187700661688030023e-06,1.063183255562416413e-01
3.909941189023867520e+17,5.383275919431550482e-01,3.263771914145247068e-19,7.187557495992600734e-06,1.063204701827339393e-01
3.910256549023867520e+17,5.383168696673307219e-01,3.263706907143534488e-19,7.187414336000192609e-06,1.063226147237948116e-01
3.910571909023867520e+17,5.383061478186208504e-01,3.263641902731331977e-19,7.187271181710465989e-06,1.063247591794293512e-01
3.910887269023867520e+17,5.382954263970000097e-01,3.263576900908483535e-19,7.187128033123077826e-06,1.063269035496426790e-01
3.911202629023867520e+17,5.382847054024426647e-01,3.263511901674835089e-19,7.186984890237688458e-06,1.063290478344398882e-01
3.911517989023867520e+17,5.382739848349232803e-01,3.263446905030232081e-19,7.186841753053957380e-06,1.063311920338260858e-01
3.911833349023867520e+17,5.382632646944163213e-01,3.263381910974519957e-19,7.186698621571544083e-06,1.063333361478063649e-01
3.912148709023867520e+17,5.382525449808962525e-01,3.263316919507544642e-19,7.186555495790108060e-06,1.063354801763858465e-01
3.912464069023867520e+17,5.382418256943376500e-01,3.263251930629147246e-19,7.186412375709307110e-06,1.063376241195696237e-01
3.912779429023867520e+17,5.382311068347149785e-01,3.263186944339179955e-19,7.186269261328803268e-06,1.063397679773627896e-01
3.913094789023867520e+17,5.382203884020027029e-01,3.263121960637482434e-19,7.186126152648253484e-06,1.063419117497704514e-01
3.913410149023867520e+17,5.382096703961752882e-01,3.263056979523903018e-19,7.185983049667318098e-06,1.063440554367977159e-01
3.913725509023867520e+17,5.381989528172073101e-01,3.262992000998286186e-19,7.185839952385657450e-06,1.063461990384496764e-01
3.914040869023867520e+17,5.381882356650732335e-01,3.262927025060477383e-19,7.185696860802930186e-06,1.063483425547314398e-01
3.914356229023867520e+17,5.381775189397475234e-01,3.262862051710322054e-19,7.185553774918795799e-06,1.063504859856480994e-01
3.914671589023867520e+17,5.381668026412047556e-01,3.262797080947665160e-19,7.185410694732913781e-06,1.063526293312047621e-01
3.914986949023867520e+17,5.381560867694193950e-01,3.262732112772354073e-19,7.185267620244945319e-06,1.063547725914065212e-01
3.915302309023867520e+17,5.381453713243660175e-01,3.262667147184231346e-19,7.185124551454548212e-06,1.063569157662584697e-01
3.915617669023867520e+17,5.381346563060190880e-01,3.262602184183145314e-19,7.184981488361383647e-06,1.063590588557657146e-01
3.915933029023867520e+17,5.381239417143530712e-01,3.262537223768939976e-19,7.184838430965110269e-06,1.063612018599333492e-01
3.916248389023867520e+17,5.381132275493425432e-01,3.262472265941460294e-19,7.184695379265388419e-06,1.063633447787664804e-01
3.916563749023867520e+17,5.381025138109619688e-01,3.262407310700552675e-19,7.184552333261876741e-06,1.063654876122702014e-01
3.916879109023867520e+17,5.380918004991859238e-01,3.262342358046062083e-19,7.184409292954236423e-06,1.063676303604496054e-01
3.917194469023867520e+17,5.380810876139888732e-01,3.262277407977833961e-19,7.184266258342126111e-06,1.063697730233097855e-01
3.917509829023867520e+17,5.380703751553453928e-01,3.262212460495715198e-19,7.184123229425206991e-06,1.063719156008558347e-01
3.917825189023867520e+17,5.380596631232299476e-01,3.262147515599549312e-19,7.183980206203136862e-06,1.063740580930928603e-01
3.918140549023867520e+17,5.380489515176171134e-01,3.262082573289183192e-19,7.183837188675577757e-06,1.063762005000259414e-01
3.918455909023867520e+17,5.380382403384813550e-01,3.262017633564462282e-19,7.183694176842188324e-06,1.063783428216601851e-01
3.918771269023867520e+17,5.380275295857972484e-01,3.261952696425232025e-19,7.183551170702628900e-06,1.063804850580006844e-01
3.919086629023867520e+17,5.380168192595393695e-01,3.261887761871337385e-19,7.183408170256558980e-06,1.063826272090525327e-01
3.919401989023867520e+17,5.380061093596821831e-01,3.261822829902624287e-19,7.183265175503638902e-06,1.063847692748208229e-01
3.919717349023867520e+17,5.379953998862002651e-01,3.261757900518939138e-19,7.183122186443529008e-06,1.063869112553106344e-01
3.920032709023867520e+17,5.379846908390681914e-01,3.261692973720127864e-19,7.182979203075889635e-06,1.063890531505270742e-01
3.920348069023867520e+17,5.379739822182604270e-01,3.261628049506033984e-19,7.182836225400380278e-06,1.063911949604752355e-01
3.920663429023867520e+17,5.379632740237515476e-01,3.261563127876505347e-19,7.182693253416661276e-06,1.063933366851601975e-01
3.920978789023867520e+17,5.379525662555161292e-01,3.261498208831386437e-19,7.182550287124392969e-06,1.063954783245870672e-01
3.921294149023867520e+17,5.379418589135286366e-01,3.261433292370524141e-19,7.182407326523234849e-06,1.063976198787609240e-01
3.921609509023867520e+17,5.379311519977636458e-01,3.261368378493762458e-19,7.182264371612847257e-06,1.063997613476868609e-01
3.921924869023867520e+17,5.379204455081957326e-01,3.261303467200947315e-19,7.182121422392890531e-06,1.064019027313699711e-01
3.922240229023867520e+17,5.379097394447994729e-01,3.261238558491925601e-19,7.181978478863024166e-06,1.064040440298153478e-01
3.922555589023867520e+17,5.378990338075493316e-01,3.261173652366542277e-19,7.181835541022910194e-06,1.064061852430280702e-01
3.922870949023867520e+17,5.378883285964199956e-01,3.261108748824644233e-19,7.181692608872208109e-06,1.064083263710132315e-01
3.923186309023867520e+17,5.378776238113859298e-01,3.261043847866074504e-19,7.181549682410576556e-06,1.064104674137759249e-01
3.923501669023867520e+17,5.378669194524217101e-01,3.260978949490681425e-19,7.181406761637678416e-06,1.064126083713212295e-01
3.923817029023867520e+17,5.378562155195019123e-01,3.260914053698309957e-19,7.181263846553172335e-06,1.064147492436542386e-01
3.924132389023867520e+17,5.378455120126011124e-01,3.260849160488806027e-19,7.181120937156720347e-06,1.064168900307800314e-01
3.924447749023867520e+17,5.378348089316938863e-01,3.260784269862015559e-19,7.180978033447981097e-06,1.064190307327037011e-01
3.924763109023867520e+17,5.378241062767548097e-01,3.260719381817783517e-19,7.180835135426615772e-06,1.064211713494303407e-01
3.925078469023867520e+17,5.378134040477583477e-01,3.260654496355958234e-19,7.180692243092286407e-06,1.064233118809650297e-01
3.925393829023867520e+17,5.378027022446791872e-01,3.260589613476381783e-19,7.180549356444651646e-06,1.064254523273128472e-01
3.925709189023867520e+17,5.377920008674919039e-01,3.260524733178902497e-19,7.180406475483371830e-06,1.064275926884788864e-01
3.926024549023867520e+17,5.377812999161709628e-01,3.260459855463364377e-19,7.180263600208108992e-06,1.064297329644682266e-01
3.926339909023867520e+17,5.377705993906910509e-01,3.260394980329616236e-19,7.180120730618521778e-06,1.064318731552859609e-01
3.926655269023867520e+17,5.377598992910267439e-01,3.260330107777502074e-19,7.179977866714272222e-06,1.064340132609371686e-01
3.926970629023867520e+17,5.377491996171526178e-01,3.260265237806868298e-19,7.179835008495021511e-06,1.064361532814269290e-01
3.927285989023867520e+17,5.377385003690432486e-01,3.260200370417559390e-19,7.179692155960429138e-06,1.064382932167603352e-01
3.927601349023867520e+17,5.377278015466732120e-01,3.260135505609423200e-19,7.179549309110155442e-06,1.064404330669424525e-01
3.927916709023867520e+17,5.377171031500170839e-01,3.260070643382305656e-19,7.179406467943862458e-06,1.064425728319783743e-01
3.928232069023867520e+17,5.377064051790494403e-01,3.260005783736051237e-19,7.179263632461210524e-06,1.064447125118731935e-01
3.928547429023867520e+17,5.376957076337449681e-01,3.259940926670505869e-19,7.179120802661859981e-06,1.064468521066319756e-01
3.928862789023867520e+17,5.376850105140781322e-01,3.259876072185517404e-19,7.178977978545472863e-06,1.064489916162597999e-01
3.929178149023867520e+17,5.376743138200236194e-01,3.259811220280930323e-19,7.178835160111707815e-06,1.064511310407617595e-01
3.929493509023867520e+17,5.376636175515560057e-01,3.259746370956591034e-19,7.178692347360226872e-06,1.064532703801429336e-01
3.929808869023867520e+17,5.376529217086498669e-01,3.259681524212345461e-19,7.178549540290690372e-06,1.064554096344083878e-01
3.930124229023867520e+17,5.376422262912798899e-01,3.259616680048038567e-19,7.178406738902759504e-06,1.064575488035632150e-01
3.930439589023867520e+17,5.376315312994206508e-01,3.259551838463520612e-19,7.178263943196097994e-06,1.064596878876124947e-01
3.930754949023867520e+17,5.376208367330467253e-01,3.259486999458632224e-19,7.178121153170362794e-06,1.064618268865612921e-01
3.931070309023867520e+17,5.376101425921326893e-01,3.259422163033223181e-19,7.177978368825216786e-06,1.064639658004147005e-01
3.931385669023867520e+17,5.375994488766532298e-01,3.259357329187136520e-19,7.177835590160320309e-06,1.064661046291777852e-01
3.931701029023867520e+17,5.375887555865829226e-01,3.259292497920221537e-19,7.177692817175335397e-06,1.064682433728556393e-01
3.932016389023867520e+17,5.375780627218963437e-01,3.259227669232322232e-19,7.177550049869922390e-06,1.064703820314533284e-01
3.932331749023867520e+17,5.375673702825681799e-01,3.259162843123285492e-19,7.177407288243742474e-06,1.064725206049759315e-01
3.932647109023867520e+17,5.375566782685730072e-01,3.259098019592956281e-19,7.177264532296455989e-06,1.064746590934285281e-01
3.932962469023867520e+17,5.375459866798855124e-01,3.259033198641181968e-19,7.177121782027724123e-06,1.064767974968161834e-01
3.933277829023867520e+17,5.375352955164802715e-01,3.258968380267809443e-19,7.176979037437210603e-06,1.064789358151439908e-01
3.933593189023867520e+17,5.375246047783318604e-01,3.258903564472684149e-19,7.176836298524574922e-06,1.064810740484170154e-01
3.933908549023867520e+17,5.375139144654149659e-01,3.258838751255649605e-19,7.176693565289476572e-06,1.064832121966403228e-01
3.934223909023867520e+17,5.375032245777042750e-01,3.258773940616556069e-19,7.176550837731579282e-06,1.064853502598190060e-01
3.934539269023867520e+17,5.374925351151743635e-01,3.258709132555248023e-19,7.176408115850544238e-06,1.064874882379581167e-01
3.934854629023867520e+17,5.374818460777998075e-01,3.258644327071571392e-19,7.176265399646032627e-06,1.064896261310627479e-01
3.935169989023867520e+17,5.374711574655552937e-01,3.258579524165372103e-19,7.176122689117703942e-06,1.064917639391379650e-01
3.935485349023867520e+17,5.374604692784155091e-01,3.258514723836498487e-19,7.175979984265221911e-06,1.064939016621888335e-01
3.935800709023867520e+17,5.374497815163550296e-01,3.258449926084794544e-19,7.175837285088246874e-06,1.064960393002204325e-01
3.936116069023867520e+17,5.374390941793485421e-01,3.258385130910107164e-19,7.175694591586440017e-06,1.064981768532378414e-01
3.936431429023867520e+17,5.374284072673706225e-01,3.258320338312282753e-19,7.175551903759463375e-06,1.065003143212461256e-01
3.936746789023867520e+17,5.374177207803959577e-01,3.258255548291168200e-19,7.175409221606978980e-06,1.065024517042503505e-01
3.937062149023867520e+17,5.374070347183991236e-01,3.258190760846608467e-19,7.175266545128647174e-06,1.065045890022555952e-01
3.937377509023867520e+17,5.373963490813549182e-01,3.258125975978449962e-19,7.175123874324128295e-06,1.065067262152669253e-01
3.937692869023867520e+17,5.373856638692379173e-01,3.258061193686541017e-19,7.174981209193086919e-06,1.065088633432894061e-01
3.938008229023867520e+17,5.373749790820226968e-01,3.257996413970726595e-19,7.174838549735183386e-06,1.065110003863281168e-01
3.938323589023867520e+17,5.373642947196840547e-01,3.257931636830851659e-19,7.174695895950078034e-06,1.065131373443881230e-01
3.938638949023867520e+17,5.373536107821965668e-01,3.257866862266765024e-19,7.174553247837433746e-06,1.065152742174744899e-01
3.938954309023867520e+17,5.373429272695349201e-01,3.257802090278311652e-19,7.174410605396912555e-06,1.065174110055922829e-01
3.939269669023867520e+17,5.373322441816738015e-01,3.257737320865337949e-19,7.174267968628175648e-06,1.065195477087465814e-01
3.939585029023867520e+17,5.373215615185877869e-01,3.257672554027690805e-19,7.174125337530884211e-06,1.065216843269424368e-01
3.939900389023867520e+17,5.373108792802515632e-01,3.257607789765215664e-19,7.173982712104699432e-06,1.065238208601849285e-01
3.940215749023867520e+17,5.373001974666398173e-01,3.257543028077760859e-19,7.173840092349285885e-06,1.065259573084791217e-01
3.940531109023867520e+17,5.372895160777272361e-01,3.257478268965170389e-19,7.173697478264303063e-06,1.065280936718300819e-01
3.940846469023867520e+17,5.372788351134885065e-01,3.257413512427293069e-19,7.173554869849413001e-06,1.065302299502428746e-01
3.941161829023867520e+17,5.372681545738983155e-01,3.257348758463973862e-19,7.173412267104278578e-06,1.065323661437225650e-01
3.941477189023867520e+17,5.372574744589312390e-01,3.257284007075059655e-19,7.173269670028560982e-06,1.065345022522742185e-01
3.941792549023867520e+17,5.372467947685620748e-01,3.257219258260396857e-19,7.173127078621921400e-06,1.065366382759029007e-01
3.942107909023867520e+17,5.372361155027653989e-01,3.257154512019831393e-19,7.172984492884022712e-06,1.065387742146136629e-01
3.942423269023867520e+17,5.372254366615160093e-01,3.257089768353210151e-19,7.172841912814526952e-06,1.065409100684115845e-01
3.942738629023867520e+17,5.372147582447884817e-01,3.257025027260380502e-19,7.172699338413095308e-06,1.065430458373017170e-01
3.943053989023867520e+17,5.372040802525576142e-01,3.256960288741188371e-19,7.172556769679390659e-06,1.065451815212891395e-01
3.943369349023867520e+17,5.371934026847979826e-01,3.256895552795480646e-19,7.172414206613075041e-06,1.065473171203789038e-01
3.943684709023867520e+17,5.371827255414843849e-01,3.256830819423103254e-19,7.172271649213811333e-06,1.065494526345760751e-01
3.944000069023867520e+17,5.371720488225913970e-01,3.256766088623903082e-19,7.172129097481259875e-06,1.065515880638857049e-01
3.944315429023867520e+17,5.371613725280938167e-01,3.256701360397725575e-19,7.171986551415083549e-06,1.065537234083128726e-01
3.944630789023867520e+17,5.371506966579662201e-01,3.256636634744419548e-19,7.171844011014944389e-06,1.065558586678626296e-01
3.944946149023867520e+17,5.371400212121834050e-01,3.256571911663830444e-19,7.171701476280504427e-06,1.065579938425400275e-01
3.945261509023867520e+17,5.371293461907200584e-01,3.256507191155804671e-19,7.171558947211426546e-06,1.065601289323501455e-01
3.945576869023867520e+17,5.371186715935508671e-01,3.256442473220187673e-19,7.171416423807371084e-06,1.065622639372980213e-01
3.945892229023867520e+17,5.371079974206505181e-01,3.256377757856829226e-19,7.171273906068002617e-06,1.065643988573887341e-01
3.946207589023867520e+17,5.370973236719936983e-01,3.256313045065573332e-19,7.171131393992983179e-06,1.065665336926273354e-01
3.946522949023867520e+17,5.370866503475552056e-01,3.256248334846267360e-19,7.170988887581973109e-06,1.065686684430188769e-01
3.946838309023867520e+17,5.370759774473097270e-01,3.256183627198759161e-19,7.170846386834637829e-06,1.065708031085684238e-01
3.947153669023867520e+17,5.370653049712319493e-01,3.256118922122892735e-19,7.170703891750636833e-06,1.065729376892810415e-01
3.947469029023867520e+17,5.370546329192965596e-01,3.256054219618517860e-19,7.170561402329634695e-06,1.065750721851617677e-01
3.947784389023867520e+17,5.370439612914782446e-01,3.255989519685479017e-19,7.170418918571290907e-06,1.065772065962156678e-01
3.948099749023867520e+17,5.370332900877518023e-01,3.255924822323624538e-19,7.170276440475271740e-06,1.065793409224478072e-01
3.948415109023867520e+17,5.370226193080919197e-01,3.255860127532800831e-19,7.170133968041237532e-06,1.065814751638632374e-01
3.948730469023867520e+17,5.370119489524733947e-01,3.255795435312852859e-19,7.169991501268849470e-06,1.065836093204670099e-01
3.949045829023867520e+17,5.370012790208709141e-01,3.255730745663628473e-19,7.169849040157772130e-06,1.065857433922641900e-01
3.949361189023867520e+17,5.369906095132591650e-01,3.255666058584976006e-19,7.169706584707668392e-06,1.065878773792598155e-01
3.949676549023867520e+17,5.369799404296128342e-01,3.255601374076740421e-19,7.169564134918199444e-06,1.065900112814589518e-01
3.949991909023867520e+17,5.369692717699067197e-01,3.255536692138769087e-19,7.169421690789029012e-06,1.065921450988666502e-01
3.950307269023867520e+17,5.369586035341155084e-01,3.255472012770909375e-19,7.169279252319819979e-06,1.065942788314879625e-01
3.950622629023867520e+17,5.369479357222139981e-01,3.255407335973005285e-19,7.169136819510232683e-06,1.065964124793279538e-01
3.950937989023867520e+17,5.369372683341768759e-01,3.255342661744907075e-19,7.168994392359931700e-06,1.065985460423916620e-01
3.951253349023867520e+17,5.369266013699789397e-01,3.255277990086461634e-19,7.168851970868579910e-06,1.066006795206841523e-01
3.951568709023867520e+17,5.369159348295948764e-01,3.255213320997512962e-19,7.168709555035839348e-06,1.066028129142104625e-01
3.951884069023867520e+17,5.369052687129993728e-01,3.255148654477909873e-19,7.168567144861372047e-06,1.066049462229756578e-01
3.952199429023867520e+17,5.368946030201673381e-01,3.255083990527498774e-19,7.168424740344842583e-06,1.066070794469847899e-01
3.952514789023867520e+17,5.368839377510733479e-01,3.255019329146127999e-19,7.168282341485913835e-06,1.066092125862428963e-01
3.952830149023867520e+17,5.368732729056922004e-01,3.254954670333640583e-19,7.168139948284246145e-06,1.066113456407550425e-01
3.953145509023867520e+17,5.368626084839986934e-01,3.254890014089887268e-19,7.167997560739504086e-06,1.066134786105262661e-01
3.953460869023867520e+17,5.368519444859676248e-01,3.254825360414713498e-19,7.167855178851350540e-06,1.066156114955616185e-01
3.953776229023867520e+17,5.368412809115736817e-01,3.254760709307966642e-19,7.167712802619448388e-06,1.066177442958661514e-01
3.954091589023867520e+17,5.368306177607915508e-01,3.254696060769494070e-19,7.167570432043461357e-06,1.066198770114449162e-01
3.954406949023867520e+17,5.368199550335960302e-01,3.254631414799141228e-19,7.167428067123051482e-06,1.066220096423029645e-01
3.954722309023867520e+17,5.368092927299619177e-01,3.254566771396755966e-19,7.167285707857881643e-06,1.066241421884453339e-01
3.955037669023867520e+17,5.367986308498640113e-01,3.254502130562184691e-19,7.167143354247614721e-06,1.066262746498770758e-01
3.955353029023867520e+17,5.367879693932769980e-01,3.254437492295275736e-19,7.167001006291914444e-06,1.066284070266032419e-01
3.955668389023867520e+17,5.367773083601756756e-01,3.254372856595875991e-19,7.166858663990443693e-06,1.066305393186288836e-01
3.955983749023867520e+17,5.367666477505348421e-01,3.254308223463831380e-19,7.166716327342865349e-06,1.066326715259590385e-01
3.956299109023867520e+17,5.367559875643292955e-01,3.254243592898988311e-19,7.166573996348843140e-06,1.066348036485987583e-01
3.956614469023867520e+17,5.367453278015337226e-01,3.254178964901196079e-19,7.166431671008040794e-06,1.066369356865530804e-01
3.956929829023867520e+17,5.367346684621229214e-01,3.254114339470301092e-19,7.166289351320120344e-06,1.066390676398270565e-01
3.957245189023867520e+17,5.367240095460716898e-01,3.254049716606148794e-19,7.166147037284744672e-06,1.066411995084257242e-01
3.957560549023867520e+17,5.367133510533548257e-01,3.253985096308588481e-19,7.166004728901579199e-06,1.066433312923541349e-01
3.957875909023867520e+17,5.367026929839470162e-01,3.253920478577465597e-19,7.165862426170285112e-06,1.066454629916173402e-01
3.958191269023867520e+17,5.366920353378231701e-01,3.253855863412627993e-19,7.165720129090525293e-06,1.066475946062203639e-01
3.958506629023867520e+17,5.366813781149579743e-01,3.253791250813923040e-19,7.165577837661965163e-06,1.066497261361682714e-01
3.958821989023867520e+17,5.366707213153262268e-01,3.253726640781197144e-19,7.165435551884266755e-06,1.066518575814660863e-01
3.959137349023867520e+17,5.366600649389027256e-01,3.253662033314297676e-19,7.165293271757092952e-06,1.066539889421188603e-01
3.959452709023867520e+17,5.366494089856622685e-01,3.253597428413072006e-19,7.165150997280107480e-06,1.066561202181316309e-01
3.959768069023867520e+17,5.366387534555796535e-01,3.253532826077366541e-19,7.165008728452974068e-06,1.066582514095094497e-01
3.960083429023867520e+17,5.366280983486296785e-01,3.253468226307030095e-19,7.164866465275358138e-06,1.066603825162573543e-01
3.960398789023867520e+17,5.366174436647871415e-01,3.253403629101908594e-19,7.164724207746920029e-06,1.066625135383803824e-01
3.960714149023867520e+17,5.366067894040268405e-01,3.253339034461848926e-19,7.164581955867324317e-06,1.066646444758835716e-01
3.961029509023867520e+17,5.365961355663235732e-01,3.253274442386700388e-19,7.164439709636234729e-06,1.066667753287719594e-01
3.961344869023867520e+17,5.365854821516521378e-01,3.253209852876306979e-19,7.164297469053315841e-06,1.066689060970505976e-01
3.961660229023867520e+17,5.365748291599873321e-01,3.253145265930518958e-19,7.164155234118229685e-06,1.066710367807245097e-01
3.961975589023867520e+17,5.365641765913039540e-01,3.253080681549182251e-19,7.164013004830640838e-06,1.066731673797987473e-01
3.962290949023867520e+17,5.365535244455769126e-01,3.253016099732143746e-19,7.163870781190212180e-06,1.066752978942783481e-01
3.962606309023867520e+17,5.365428727227808947e-01,3.252951520479251295e-19,7.163728563196607438e-06,1.066774283241683496e-01
3.962921669023867520e+17,5.365322214228908093e-01,3.252886943790353231e-19,7.163586350849492036e-06,1.066795586694737896e-01
3.963237029023867520e+17,5.365215705458813433e-01,3.252822369665294516e-19,7.163444144148528006e-06,1.066816889301996918e-01
3.963552389023867520e+17,5.365109200917274057e-01,3.252757798103924928e-19,7.163301943093379924e-06,1.066838191063511077e-01
3.963867749023867520e+17,5.365002700604037944e-01,3.252693229106089911e-19,7.163159747683710671e-06,1.066859491979330749e-01
3.964183109023867520e+17,5.364896204518853073e-01,3.252628662671636835e-19,7.163017557919184821e-06,1.066880792049506171e-01
3.964498469023867520e+17,5.364789712661468535e-01,3.252564098800414515e-19,7.162875373799466103e-06,1.066902091274087860e-01
3.964813829023867520e+17,5.364683225031631197e-01,3.252499537492269358e-19,7.162733195324218244e-06,1.066923389653126053e-01
3.965129189023867520e+17,5.364576741629090151e-01,3.252434978747048252e-19,7.162591022493104973e-06,1.066944687186671126e-01
3.965444549023867520e+17,5.364470262453594485e-01,3.252370422564600011e-19,7.162448855305790017e-06,1.066965983874773455e-01
3.965759909023867520e+17,5.364363787504891068e-01,3.252305868944770562e-19,7.162306693761937950e-06,1.066987279717483417e-01
3.966075269023867520e+17,5.364257316782728990e-01,3.252241317887409200e-19,7.162164537861212503e-06,1.067008574714851249e-01
3.966390629023867520e+17,5.364150850286856231e-01,3.252176769392360889e-19,7.162022387603277401e-06,1.067029868866927328e-01
3.966705989023867520e+17,5.364044388017021880e-01,3.252112223459474441e-19,7.161880242987797220e-06,1.067051162173761891e-01
3.967021349023867520e+17,5.363937929972973917e-01,3.252047680088598192e-19,7.161738104014436535e-06,1.067072454635405454e-01
3.967336709023867520e+17,5.363831476154460320e-01,3.251983139279578546e-19,7.161595970682858227e-06,1.067093746251908254e-01
3.967652069023867520e+17,5.363725026561230180e-01,3.251918601032261913e-19,7.161453842992726023e-06,1.067115037023320528e-01
3.967967429023867520e+17,5.363618581193031476e-01,3.251854065346498068e-19,7.161311720943706194e-06,1.067136326949692654e-01
3.968282789023867520e+17,5.363512140049612187e-01,3.251789532222132939e-19,7.161169604535460772e-06,1.067157616031074868e-01
3.968598149023867520e+17,5.363405703130721403e-01,3.251725001659014375e-19,7.161027493767655179e-06,1.067178904267517547e-01
3.968913509023867520e+17,5.363299270436108213e-01,3.251660473656990230e-19,7.160885388639952298e-06,1.067200191659071068e-01
3.969228869023867520e+17,5.363192841965520596e-01,3.251595948215908354e-19,7.160743289152018395e-06,1.067221478205785667e-01
3.969544229023867520e+17,5.363086417718706533e-01,3.251531425335615154e-19,7.160601195303517200e-06,1.067242763907711584e-01
3.969859589023867520e+17,5.362979997695415113e-01,3.251466905015958482e-19,7.160459107094110747e-06,1.067264048764899054e-01
3.970174949023867520e+17,5.362873581895395425e-01,3.251402387256785708e-19,7.160317024523465303e-06,1.067285332777398454e-01
3.970490309023867520e+17,5.362767170318395449e-01,3.251337872057946128e-19,7.160174947591244598e-06,1.067306615945260162e-01
3.970805669023867520e+17,5.362660762964163164e-01,3.251273359419285668e-19,7.160032876297114053e-06,1.067327898268534275e-01
3.971121029023867520e+17,5.362554359832448769e-01,3.251208849340652179e-19,7.159890810640736550e-06,1.067349179747271171e-01
3.971436389023867520e+17,5.362447960923000245e-01,3.251144341821893513e-19,7.159748750621778356e-06,1.067370460381521086e-01
3.971751749023867520e+17,5.362341566235565571e-01,3.251079836862858002e-19,7.159606696239902353e-06,1.067391740171334258e-01
3.972067109023867520e+17,5.362235175769893836e-01,3.251015334463392054e-19,7.159464647494773117e-06,1.067413019116761064e-01
3.972382469023867520e+17,5.362128789525734129e-01,3.250950834623344002e-19,7.159322604386056068e-06,1.067434297217851602e-01
3.972697829023867520e+17,5.362022407502835541e-01,3.250886337342560734e-19,7.159180566913414935e-06,1.067455574474656249e-01
3.973013189023867520e+17,5.361916029700946051e-01,3.250821842620891065e-19,7.159038535076515140e-06,1.067476850887225104e-01
3.973328549023867520e+17,5.361809656119814749e-01,3.250757350458181402e-19,7.158896508875019564e-06,1.067498126455608543e-01
3.973643909023867520e+17,5.361703286759190723e-01,3.250692860854281041e-19,7.158754488308594475e-06,1.067519401179856803e-01
3.973959269023867520e+17,5.361596921618821954e-01,3.250628373809036871e-19,7.158612473376904450e-06,1.067540675060020122e-01
3.974274629023867520e+17,5.361490560698458641e-01,3.250563889322296742e-19,7.158470464079614062e-06,1.067561948096148600e-01
3.974589989023867520e+17,5.361384203997848763e-01,3.250499407393908026e-19,7.158328460416387039e-06,1.067583220288292611e-01
3.974905349023867520e+17,5.361277851516741411e-01,3.250434928023719536e-19,7.158186462386889651e-06,1.067604491636502395e-01
3.975220709023867520e+17,5.361171503254884563e-01,3.250370451211578161e-19,7.158044469990785626e-06,1.067625762140828050e-01
3.975536069023867520e+17,5.361065159212028419e-01,3.250305976957331272e-19,7.157902483227739538e-06,1.067647031801319812e-01
3.975851429023867520e+17,5.360958819387920959e-01,3.250241505260825756e-19,7.157760502097415115e-06,1.067668300618028060e-01
3.976166789023867520e+17,5.360852483782312383e-01,3.250177036121912355e-19,7.157618526599479474e-06,1.067689568591002891e-01
3.976482149023867520e+17,5.360746152394950670e-01,3.250112569540436993e-19,7.157476556733597189e-06,1.067710835720294404e-01
3.976797509023867520e+17,5.360639825225584909e-01,3.250048105516248485e-19,7.157334592499431989e-06,1.067732102005952977e-01
3.977112869023867520e+17,5.360533502273964190e-01,3.249983644049194202e-19,7.157192633896650142e-06,1.067753367448028706e-01
3.977428229023867520e+17,5.360427183539837603e-01,3.249919185139120551e-19,7.157050680924914529e-06,1.067774632046571831e-01
3.977743589023867520e+17,5.360320869022954238e-01,3.249854728785876827e-19,7.156908733583891420e-06,1.067795895801632450e-01
3.978058949023867520e+17,5.360214558723063183e-01,3.249790274989310882e-19,7.156766791873245388e-06,1.067817158713260800e-01
3.978374309023867520e+17,5.360108252639913529e-01,3.249725823749271530e-19,7.156624855792641857e-06,1.067838420781507119e-01
3.978689669023867520e+17,5.360001950773255475e-01,3.249661375065604216e-19,7.156482925341745401e-06,1.067859682006421507e-01
3.979005029023867520e+17,5.359895653122837000e-01,3.249596928938158235e-19,7.156341000520222289e-06,1.067880942388054200e-01
3.979320389023867520e+17,5.359789359688407195e-01,3.249532485366782884e-19,7.156199081327737096e-06,1.067902201926455297e-01
3.979635749023867520e+17,5.359683070469715149e-01,3.249468044351324088e-19,7.156057167763955245e-06,1.067923460621675036e-01
3.979951109023867520e+17,5.359576785466511062e-01,3.249403605891631144e-19,7.155915259828540462e-06,1.067944718473763516e-01
3.980266469023867520e+17,5.359470504678542913e-01,3.249339169987550457e-19,7.155773357521159017e-06,1.067965975482770974e-01
3.980581829023867520e+17,5.359364228105560901e-01,3.249274736638931806e-19,7.155631460841475486e-06,1.067987231648747509e-01
