# Autocorrelation time, Mean absolute spin, energy per spin, magnetic susceptibility,specific heat susceptibility, and their standard deviations per temperature.
9.282763210515537367e+02,1.263851876963320686e+00,9.945530621145842742e-01,4.037919201222736989e-04,-3.967660826194521206e+00,2.376087779956447769e-03,5.075399452958984092e-03,1.914367746749799301e-03,8.819751250304073975e-02,3.179796826220838285e-02
9.959150654511138328e+02,4.236601964872063419e+00,9.534091018440071785e-01,1.282252978752036017e-03,-3.735763169363469860e+00,6.876921355410451318e-03,2.956517313684070558e-02,9.172806913995036268e-03,2.893989531644792779e-01,8.025745216947761940e-02
1.044029844304510561e+03,4.078610737523263197e+00,8.567707715977322946e-01,2.229125142921097036e-03,-3.234698743570351809e+00,1.096672942947597880e-02,7.702256433894466570e-02,2.529013244948680877e-02,4.605464125656290042e-01,1.497777181843238659e-01
8.172827617947052659e+02,1.797803385542269927e+00,7.261005067653686362e-01,3.128087533631004283e-03,-2.617047029593602581e+00,1.384673725208774610e-02,1.233040139175747285e-01,4.577479238905760722e-02,4.838720015948886899e-01,1.559058671721021416e-01
1.316000193871142528e+03,3.655463649085453959e+00,5.959381456028950419e-01,3.840861372256531257e-03,-2.061613788903717381e+00,1.520933657144274767e-02,1.413946084524044244e-01,4.662689298987721803e-02,3.724174972235231862e-01,1.172552623496652402e-01
3.838121340078309458e+03,3.354321165873262345e+01,4.896381033646095005e-01,4.328593679544006506e-03,-1.629860040435094692e+00,1.597978229380576931e-02,1.884666332783620224e-01,3.228668487558837563e-02,3.679258459617711363e-01,5.038220162677473080e-02
1.895845605141177430e+03,9.496853286496000024e+00,4.048588391380824048e-01,4.270675273757406319e-03,-1.321866926299795741e+00,1.464422643124526496e-02,1.582662204680422291e-01,4.149420380314611939e-02,2.336271525110031333e-01,6.095162769487557503e-02
8.656120858072162036e+02,1.903269071397521550e+00,3.440720309611830507e-01,4.373416338683934826e-03,-1.106397264582049900e+00,1.454546920244061299e-02,1.302378685328700603e-01,5.307121922368894518e-02,1.612972202938657285e-01,5.553267071163196789e-02
7.885309683193411274e+02,3.417192664740800634e+00,3.009160107691372654e-01,4.869497643726750265e-03,-9.547596187295622761e-01,1.552970538219299035e-02,1.575325938416971272e-01,5.649818567891494447e-02,1.610193248393228527e-01,5.580456930508954916e-02
1.553573237654602963e+03,8.843652106359055409e+00,2.579162945380912286e-01,4.270560668003756978e-03,-8.010112420824895274e-01,1.323936235362318907e-02,1.114336908068733478e-01,2.094074634956085909e-02,9.806242233524642415e-02,1.818887841982128398e-02
1.135506170933836302e+03,4.711236949732588108e+00,2.290929851245573079e-01,4.288071691876193560e-03,-7.118579717217975444e-01,1.312069517212980339e-02,1.030983530439761875e-01,1.667807221214571978e-02,7.849266530079983262e-02,1.638219346514754871e-02
3.808081832486672056e+02,2.634354527339172858e+00,2.093020906279178250e-01,4.343945312805891530e-03,-6.432046568627450833e-01,1.310235865096551558e-02,8.063533450349440190e-02,3.142415030296460965e-02,5.601654196748878656e-02,2.346391741183392887e-02
7.374873539889230187e+02,2.586075517709258254e+00,1.893119917435995836e-01,3.896126455912705348e-03,-5.820027420891856762e-01,1.215943296686910341e-02,6.625287799039043801e-02,1.567989467185098434e-02,4.674699818142737107e-02,9.358495382916141164e-03
8.820879276890801748e+02,2.774923552190340370e+00,1.745349422176244725e-01,4.485500260782817120e-03,-5.404798153357314172e-01,1.304320318885141862e-02,8.530505464319468323e-02,3.075511084475590975e-02,4.865282288508130520e-02,1.301746224492345526e-02
5.865608628472052715e+02,4.295827077176943121e+00,1.593314958467119402e-01,4.217629708304999371e-03,-4.910119910209417293e-01,1.197713762312191746e-02,6.502213593746369868e-02,2.024840163874146864e-02,3.360805471802483235e-02,6.792035759650019190e-03
4.874113228402087543e+02,9.707345758933715318e-01,1.586907000866274453e-01,3.811058017806786841e-03,-4.897586969406829693e-01,1.050169868285127060e-02,5.571353658256580216e-02,2.001595111139861313e-02,2.559508175039965083e-02,6.121519271035942567e-03
8.526796724580003684e+02,1.459780449258271995e+00,1.367262263986519510e-01,4.149169628615248691e-03,-4.186395166157236836e-01,1.168032654453293046e-02,6.319079773140548473e-02,2.759331662514451222e-02,2.842089213232087269e-02,9.910879444535032959e-03
6.807037389455084622e+02,4.710478103792382853e+00,1.247686847262647475e-01,4.008842401673241851e-03,-3.796211585606595884e-01,1.115683752473839441e-02,5.750128124110139710e-02,2.195161883422835913e-02,2.409229078967253107e-02,5.917602984967593703e-03
4.277960417704790643e+02,8.504572571231516775e-01,1.170950984880213680e-01,4.421912627149694221e-03,-3.560865824478015029e-01,1.114442507257714515e-02,5.854685283356349246e-02,2.559360123651063107e-02,1.916620577852197818e-02,6.446435235120956050e-03
