                                       1                                        2                                        3                                        4                                        5                                        6                                        7 
                          version_number                                 compiler                                    build                         MESA_SDK_version                                     date                                burn_min1                                burn_min2 
                                   12115                               "gfortran"                                  "9.2.0"                  "x86_64-linux-20190830"                               "20240518"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                       1                                      447                  1.0000000000000001E-005                 -4.9999999999999991E+000                  1.5000000000000000E+001                  3.4474769709615863E+001                 -9.8999999999999986E+001                  9.7166317277086901E-004                  9.9996410187525298E-001                  1.6809252052455298E-003                  3.7658593409096015E-005                  7.8128307539189435E-008                  9.9996410187525298E-001                  1.6809252052455298E-003                  3.7658593409096015E-005                  7.8128307539189435E-008                 -2.1750435633436158E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1750435633436158E+001                 -2.1750435633436158E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5531324755039457E+000                  4.2107034724776184E+000                  2.5223456216835451E+000                  5.6928936910171568E-001                  2.2295885723979192E-001                  5.4777621662390485E+000                 -5.4141427215026043E+000                  8.2437690659182774E+000                 -5.4141427215026043E+000                  5.4777621662390485E+000                  6.2095115330881923E-001                  8.5000496627254174E-001                  1.2966439686859805E+000                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4416073257059663E-003                  9.3604492797742123E-003                  3.4416073257059767E-003                  9.3604492797742106E-003                  1.0499999999999995E+001                  4.1995530354712329E+000                                        0                                        0                                        5 
                                       5                                      447                  7.4416000000000000E-005                 -4.6832750158095005E+000                  1.5000000000000000E+001                  3.4474769709615863E+001                 -9.8999999999999986E+001                  9.7040249977061951E-004                  9.9996410187525298E-001                  1.6809462927692650E-003                  3.7658593409096015E-005                  7.8128307539189435E-008                  9.9996410187525298E-001                  1.6809462927692650E-003                  3.7658593409096015E-005                  7.8128307539189435E-008                 -2.1750431689037665E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1750431689037665E+001                 -2.1750431689037665E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5530811165243188E+000                  4.2105077258391246E+000                  2.5223504663235503E+000                  5.6927967982170535E-001                  2.0659139084200537E-001                  5.4777609433210657E+000                 -5.4141398015447217E+000                  8.2437699883112519E+000                 -5.4141398015447217E+000                  5.4777609433210657E+000                  6.2095115394118872E-001                  8.5000496627254174E-001                  1.2966439686859805E+000                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4416073257059650E-003                  9.3604492797742123E-003                  3.4416073257059767E-003                  9.3604492797742106E-003                  1.0499999999999995E+001                  4.1995530354712329E+000                                        0                                        0                                        5 
                                      10                                      447                  2.5958682111999992E-004                 -4.2873687855713767E+000                  1.5000000000000000E+001                  3.4474769709615863E+001                 -9.8999999999999986E+001                  9.6616856295207840E-004                  9.9996410187525298E-001                  1.6810060338075059E-003                  3.7658593409096015E-005                  7.8128307539189435E-008                  9.9996410187525298E-001                  1.6810060338075059E-003                  3.7658593409096015E-005                  7.8128307539189435E-008                 -2.1750419806651163E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1750419806651163E+001                 -2.1750419806651163E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5528746656462653E+000                  4.2097078499860707E+000                  2.5223634301531308E+000                  5.6925375216254470E-001                  1.9641125271261539E-001                  5.4777586587279199E+000                 -5.4141332322350326E+000                  8.2437726949805707E+000                 -5.4141332322350326E+000                  5.4777586587279199E+000                  6.2095115513368115E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4416073257059650E-003                  9.3604492797742141E-003                  3.4416073257059763E-003                  9.3604492797742089E-003                  1.0499999999999996E+001                  4.1995530354712320E+000                                        0                                        0                                        5 
                                      15                                      446                  7.2035107872931792E-004                 -3.8914625553332525E+000                  1.5000000000000000E+001                  3.4474769709615863E+001                 -9.8999999999999986E+001                  9.5131032900896376E-004                  9.9996410187525298E-001                  1.6811456446097243E-003                  3.7658593409096015E-005                  7.8128307539189435E-008                  9.9996410187525298E-001                  1.6811456446097243E-003                  3.7658593409096015E-005                  7.8128307539189435E-008                 -2.1750390679899841E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1750390679899841E+001                 -2.1750390679899841E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5524148674242744E+000                  4.2079422709422971E+000                  2.5224002370752268E+000                  5.6918013831835301E-001                  2.5041648469486083E-001                  5.4777567490772086E+000                 -5.4141228922901083E+000                  8.2437792366289493E+000                 -5.4141228922901083E+000                  5.4777567490772086E+000                  6.2095115617948604E-001                  8.5000496627254174E-001                  1.2966439686859805E+000                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4416073257059628E-003                  9.3604492797742123E-003                  3.4416073257059758E-003                  9.3604492797742106E-003                  1.0499999999999995E+001                  4.1995530354712329E+000                                        0                                        0                                        5 
                                      20                                      446                  1.8668799962237360E-003                 -3.4955563250951283E+000                  1.5000000000000000E+001                  3.4474769709615863E+001                 -9.8999999999999986E+001                  8.8254356582889129E-004                  9.9996410187525298E-001                  1.6814249412340340E-003                  3.7658593409096015E-005                  7.8128307539189435E-008                  9.9996410187525298E-001                  1.6814249412340340E-003                  3.7658593409096015E-005                  7.8128307539189435E-008                 -2.1750328924768919E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1750328924768919E+001                 -2.1750328924768919E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5524377304463242E+000                  4.2082986876171375E+000                  2.5225327193685469E+000                  5.6891517373171241E-001                  3.6206878161429551E-001                  5.4777580802989956E+000                 -5.4141088927459968E+000                  8.2437933925911988E+000                 -5.4141088927459968E+000                  5.4777580802989956E+000                  6.2095115566548342E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4416073257059624E-003                  9.3604492797742141E-003                  3.4416073257059758E-003                  9.3604492797742089E-003                  1.0499999999999996E+001                  4.1995530354712320E+000                                        0                                        0                                        5 
                                      25                                      446                  4.7198108322034464E-003                 -3.0996500948570045E+000                  1.5000000000000000E+001                  3.4474769709615863E+001                 -9.8999999999999986E+001                  5.6485003470065607E-004                  9.9996410187525298E-001                  1.6818942426621362E-003                  2.3829508330575473E-005                  7.8128307539189435E-008                  9.9996410187525298E-001                  1.6818942426621362E-003                  2.3829508330575473E-005                  7.8128307539189435E-008                 -2.1750198546108354E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1750198546108354E+001                 -2.1750198546108354E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5548402450997543E+000                  4.2187007144656787E+000                  2.5229287034859573E+000                  5.6812320549689121E-001                  3.9163615458624035E-001                  5.4777661874417296E+000                 -5.4140870154394225E+000                  8.2438236680197097E+000                 -5.4140870154394225E+000                  5.4777661874417296E+000                  6.2095115188981909E-001                  8.5000496627254174E-001                  1.2966439686859805E+000                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4416073257059611E-003                  9.3604492797742123E-003                  3.4416073257059750E-003                  9.3604492797742106E-003                  1.0499999999999995E+001                  4.1995530354712320E+000                                        0                                        0                                        5 
                                      30                                      447                  1.1818815689988476E-002                 -2.7037438646188803E+000                  1.5000000000000000E+001                  3.4474769709615863E+001                 -9.8999999999999986E+001                  5.4112820540513809E-004                  9.9996190624922521E-001                  1.6827208393512907E-003                  2.3829508330797518E-005                  7.8128307761234040E-008                  9.9996190624922521E-001                  1.6827208393512907E-003                  2.3829508330797518E-005                  7.8128307761234040E-008                 -2.1749886341568892E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1749886341568892E+001                 -2.1749886341568892E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5604725941639850E+000                  4.2430067955459325E+000                  2.5238170458976228E+000                  5.6634652067356062E-001                  3.2206475686637692E-001                  5.4777879109611849E+000                 -5.4140406959142764E+000                  8.2438939359637580E+000                 -5.4140406959142764E+000                  5.4777879109611849E+000                  6.2095114162706011E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4416073257059602E-003                  9.3604492797742141E-003                  3.4416073257059745E-003                  9.3604492797742089E-003                  1.0500000000000000E+001                  4.1995530354712320E+000                                        0                                        0                                        3 
                                      35                                      446                  2.9483411457712123E-002                 -2.3078376343807565E+000                  1.5000000000000000E+001                  3.4474769709615863E+001                 -9.8999999999999986E+001                  3.4702892508251145E-004                  9.9995300469097570E-001                  1.6836594028729786E-003                  1.6914965791561533E-005                  7.8128307761234040E-008                  9.9995300469097570E-001                  1.6836594028729786E-003                  1.6914965791561533E-005                  7.8128307761234040E-008                 -2.1749134384103552E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1749134384103552E+001                 -2.1749134384103552E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5680023345943295E+000                  4.2763648192567016E+000                  2.5254365768923179E+000                  5.6310745868417023E-001                  2.1819738490176677E-001                  5.4778395864135021E+000                 -5.4139332154526132E+000                  8.2440587024425209E+000                 -5.4139332154526132E+000                  5.4778395864135021E+000                  6.2095111706452333E-001                  8.5000496627254174E-001                  1.2966439686859805E+000                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4416073257059580E-003                  9.3604492797742123E-003                  3.4416073257059745E-003                  9.3604492797742106E-003                  1.0499999999999995E+001                  4.1995530354712320E+000                                        0                                        0                                        3 
                                      40                                      451                  7.3438578398454205E-002                 -1.9119314041426323E+000                  1.5000000000000000E+001                  3.4474769709615863E+001                 -9.8999999999999986E+001                  1.4822494351240999E-004                  9.9993703599076145E-001                  1.6822097753797706E-003                  5.0002116267493138E-006                  7.8128307823684085E-008                  9.9993703599076145E-001                  1.6822097753797706E-003                  5.0002116267493138E-006                  7.8128307823684085E-008                 -2.1747395169732066E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1747395169732066E+001                 -2.1747395169732066E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5746206328338417E+000                  4.3076072458080938E+000                  2.5278211936889892E+000                  5.5833822509082764E-001                  1.1636231729548885E-001                  5.4779592341728085E+000                 -5.4136843792584113E+000                  8.2444401817108410E+000                 -5.4136843792584113E+000                  5.4779592341728085E+000                  6.2095105952939689E-001                  8.5000496627254207E-001                  1.2966439686859805E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4416073257059580E-003                  9.3604492797742141E-003                  3.4416073257059741E-003                  9.3604492797742089E-003                  1.0500000000000000E+001                  4.1995530354712303E+000                                        0                                        0                                        3 
