                                       1                                        2                                        3                                        4                                        5                                        6                                        7 
                          version_number                                 compiler                                    build                         MESA_SDK_version                                     date                                burn_min1                                burn_min2 
                                   12115                               "gfortran"                                  "9.2.0"                  "x86_64-linux-20190830"                               "20240518"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                              num_backups                                num_iters 
                                       1                                      566                  1.0000000000000001E-005                 -4.9999999999999991E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  6.7563950140191002E-005                  8.8585834051238765E-001                  2.4044756517572845E-004                  9.9999778131058803E-001                  9.4957810594325509E-001                  8.8585834051238765E-001                  2.4044756517572845E-004                  9.9999778131058803E-001                  9.4957810594325509E-001                 -2.0882430372975151E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0882430372975151E+001                 -2.0882430372975151E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6351931713791812E+000                  2.4286492472027481E+000                  1.4671971172956386E+000                  1.5034951188218479E+000                 -3.0447527987305795E-001                  5.4766768761877147E+000                 -3.2887501835396185E+000                  1.0311439334375057E+001                 -3.2887501835396185E+000                  5.4766768761877147E+000                  6.2132198052325560E-001                  8.5000496627254207E-001                  1.2966439686859808E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059880E-003                  9.3604492797742123E-003                  7.0000000000000084E-001                  2.7997020236474912E-001                                        0                                        0                                        3 
                                       5                                      567                  7.4416000000000000E-005                 -4.6832750158095005E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  6.7558044598272455E-005                  8.8585834051238765E-001                  2.4045787280568400E-004                  9.9999778131058803E-001                  9.4957810584679392E-001                  8.8585834051238765E-001                  2.4045787280568400E-004                  9.9999778131058803E-001                  9.4957810584679392E-001                 -2.0882434405337310E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0882434405337310E+001                 -2.0882434405337310E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6334861377846277E+000                  2.4216475105461179E+000                  1.4671103161564296E+000                  1.5036687211002657E+000                 -2.9147086901230307E-001                  5.4766769667085979E+000                 -3.2887499875716681E+000                  1.0311439621322961E+001                 -3.2887499875716681E+000                  5.4766769667085979E+000                  6.2132198036290498E-001                  8.5000496627254207E-001                  1.2966439686859808E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059880E-003                  9.3604492797742123E-003                  7.0000000000000084E-001                  2.7997020236474912E-001                                        0                                        0                                        3 
                                      10                                      564                  2.5958682111999992E-004                 -4.2873687855713767E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  6.7537805246051466E-005                  8.8585834051238810E-001                  2.4049293610662684E-004                  9.9999762353542521E-001                  9.4957810567131584E-001                  8.8585834051238810E-001                  2.4049293610662684E-004                  9.9999762353542521E-001                  9.4957810567131584E-001                 -2.0882444979687236E+001                 -9.8999999999999986E+001                 -3.6725659471005699E+001                 -2.0882444979687236E+001                 -2.0882444979687236E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6292091384195246E+000                  2.4040872744500170E+000                  1.4668841968385862E+000                  1.5041209597359528E+000                 -2.5657454680927894E-001                  5.4766772180470049E+000                 -3.2887494885444348E+000                  1.0311440373171095E+001                 -3.2887494885444348E+000                  5.4766772180470049E+000                  6.2132197988554794E-001                  8.5000496627254207E-001                  1.2966439686859808E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059880E-003                  9.3604492797742123E-003                  7.0000000000000084E-001                  2.7997020236474912E-001                                        0                                        0                                        3 
                                      15                                      564                  7.2035107872931792E-004                 -3.8914625553332525E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  6.7463789446050416E-005                  8.8585834051238788E-001                  2.4061937664204201E-004                  9.9999755430828308E-001                  9.4957810558322175E-001                  8.8585834051238788E-001                  2.4061937664204201E-004                  9.9999755430828308E-001                  9.4957810558322175E-001                 -2.0882466486904466E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0882466486904466E+001                 -2.0882466486904466E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6214890558093797E+000                  2.3723057553532190E+000                  1.4664336025104754E+000                  1.5050221483921742E+000                 -1.9640704618509644E-001                  5.4766777676416520E+000                 -3.2887485132242760E+000                  1.0311441901861736E+001                 -3.2887485132242760E+000                  5.4766777676416520E+000                  6.2132197875915696E-001                  8.5000496627254207E-001                  1.2966439686859808E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059880E-003                  9.3604492797742123E-003                  7.0000000000000084E-001                  2.7997020236474912E-001                                        0                                        0                                        3 
                                      20                                      563                  1.8668799962237360E-003                 -3.4955563250951283E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  6.7093622291398915E-005                  8.8585834051238810E-001                  2.4123969384835220E-004                  9.9999726918287546E-001                  9.4957810553486321E-001                  8.8585834051238810E-001                  2.4123969384835220E-004                  9.9999726918287546E-001                  9.4957810553486321E-001                 -2.0882503260385423E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0882503260385423E+001                 -2.0882503260385423E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6106266731157808E+000                  2.3273563235709398E+000                  1.4656836520065355E+000                  1.5065220494000542E+000                 -1.2321368498021590E-001                  5.4766787813180535E+000                 -3.2887468694804003E+000                  1.0311444566961226E+001                 -3.2887468694804003E+000                  5.4766787813180535E+000                  6.2132197657111621E-001                  8.5000496627254207E-001                  1.2966439686859808E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059880E-003                  9.3604492797742123E-003                  7.0000000000000084E-001                  2.7997020236474912E-001                                        0                                        0                                        3 
                                      25                                      561                  4.7198108322034464E-003                 -3.0996500948570045E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  6.4467261224110707E-005                  8.8585834051238743E-001                  2.4555969004424051E-004                  9.9999726918287535E-001                  9.4497139912849248E-001                  8.8585834051238743E-001                  2.4555969004424051E-004                  9.9999726918287535E-001                  9.4497139912849248E-001                 -2.0882553242580496E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0882553242580496E+001                 -2.0882553242580496E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5994679512175298E+000                  2.2807048813813333E+000                  1.4646753747082339E+000                  1.5085386039966571E+000                 -6.2339953613526816E-002                  5.4766803408448865E+000                 -3.2887444544510491E+000                  1.0311448553856463E+001                 -3.2887444544510491E+000                  5.4766803408448865E+000                  6.2132197312380688E-001                  8.5000496627254207E-001                  1.2966439686859808E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059880E-003                  9.3604492797742123E-003                  7.0000000000000084E-001                  2.7997020236474912E-001                                        0                                        0                                        5 
                                      30                                      560                  1.1818815689988476E-002                 -2.7037438646188803E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  4.2952624854645874E-005                  8.8585834051238743E-001                  2.8231674237835580E-004                  9.9999726918287535E-001                  9.3998219155142337E-001                  8.8585834051238743E-001                  2.8231674237835580E-004                  9.9999726918287535E-001                  9.3998219155142337E-001                 -2.0882605590785285E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0882605590785285E+001                 -2.0882605590785285E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5909912377251465E+000                  2.2446562412201061E+000                  1.4636044816123872E+000                  1.5106803901883505E+000                 -2.4299466939630185E-002                  5.4766824797968781E+000                 -3.2887411927113877E+000                  1.0311453971704609E+001                 -3.2887411927113877E+000                  5.4766824797968781E+000                  6.2132196835981945E-001                  8.5000496627254207E-001                  1.2966439686859808E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059880E-003                  9.3604492797742123E-003                  7.0000000000000084E-001                  2.7997020236474907E-001                                        0                                        0                                        3 
                                      35                                      559                  2.9483411457712123E-002                 -2.3078376343807565E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  3.8797245145347945E-005                  8.9188771284058777E-001                  1.7157581389357849E-003                  9.9999797660462653E-001                  9.3643033137522069E-001                  8.9188771284058777E-001                  1.7157581389357849E-003                  9.9999797660462653E-001                  9.3643033137522069E-001                 -2.0882640266884426E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0882640266884426E+001                 -2.0882640266884426E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5861281351333996E+000                  2.2234134588017551E+000                  1.4627092955867054E+000                  1.5124707622397142E+000                 -7.5114530229842772E-003                  5.4766855876911729E+000                 -3.2887364699206723E+000                  1.0311461827393972E+001                 -3.2887364699206723E+000                  5.4766855876911729E+000                  6.2132196142632656E-001                  8.5000496627254207E-001                  1.2966439686859808E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059880E-003                  9.3604492797742123E-003                  7.0000000000000084E-001                  2.7997020236474912E-001                                        0                                        0                                        5 
                                      40                                      558                  7.3438578398454205E-002                 -1.9119314041426323E+000                  1.0000000000000000E+000                  3.3298678450560182E+001                 -9.8999999999999986E+001                  3.8671496088894718E-005                  9.0309849101040107E-001                  1.7158168648138592E-003                  9.9999817466628904E-001                  9.2874721716103570E-001                  9.0309849101040107E-001                  1.7158168648138592E-003                  9.9999817466628904E-001                  9.2874721716103570E-001                 -2.0882615707333226E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0882615707333226E+001                 -2.0882615707333226E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5840377441180218E+000                  2.2138423620877319E+000                  1.4621045292604495E+000                  1.5136802948922259E+000                 -1.8626790551068033E-003                  5.4766915486923615E+000                 -3.2887274152075268E+000                  1.0311476891083766E+001                 -3.2887274152075268E+000                  5.4766915486923615E+000                  6.2132194812625696E-001                  8.5000496627254207E-001                  1.2966439686859808E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416073257059884E-003                  9.3604492797742141E-003                  3.4416073257059880E-003                  9.3604492797742123E-003                  7.0000000000000084E-001                  2.7997020236474912E-001                                        0                                        0                                        5 
