# Autocorrelation time, Mean absolute spin, energy per spin, magnetic susceptibility,specific heat susceptibility, and their standard deviations per temperature.
1.579361049670318607e+03,7.899461717763565538e+00,9.994574596440872760e-01,1.239309540277293352e-04,-1.997858436839346163e+00,4.855383976276429281e-04,1.021143552535352939e-03,6.234827747785281907e-04,1.568219740098962880e-02,9.240473981697999717e-03
4.755726152816584431e+02,3.151940095471302605e+00,9.984902381682508876e-01,2.288393625592010814e-04,-1.994213402257560386e+00,8.576107555484724972e-04,2.812676333750132630e-03,2.243500486123629900e-03,3.563689435595118749e-02,2.825693013692984201e-02
1.169710358767056505e+03,3.938714135966716601e+00,9.973586175942548149e-01,2.943726291977191473e-04,-1.989948348579407833e+00,1.074807902486997349e-03,4.475744967913363424e-03,2.420345263551786693e-03,5.041296921137224801e-02,2.339858862224184627e-02
1.567612101639672801e+03,2.563836100541718732e+00,9.947759933798302479e-01,4.375391939806227699e-04,-1.980276714581384212e+00,1.501775085387524857e-03,9.929181990186141879e-03,6.699035421531485818e-03,9.080143732571069326e-02,3.178326149412763479e-02
8.141251106893099632e+02,1.728908725965542459e+00,9.915828550127908647e-01,5.718280608495765992e-04,-1.968990054856521121e+00,2.038627548321498336e-03,1.071411548186113581e-02,4.388449713722660829e-03,9.600613893221017492e-02,3.630953915091222201e-02
8.935027080826581596e+02,3.114026695509513054e+00,9.862725210258420638e-01,7.640451590174656251e-04,-1.950535748011667847e+00,2.435228903412348187e-03,2.197668481547231448e-02,1.356608158739853673e-02,1.495984982986855727e-01,6.235243799684500599e-02
1.242723082528780424e+03,3.270942276537518900e+00,9.794624102964728518e-01,9.911296637077635432e-04,-1.927787937006079089e+00,3.127924953715633186e-03,3.384611569524907659e-02,1.345467459688381474e-02,2.161240310285290622e-01,6.156237233802073355e-02
1.569863239501055432e+03,5.640511885756803068e+00,9.712207726025872123e-01,1.104453908815568840e-03,-1.900350200146598612e+00,3.460539655662208443e-03,4.743975868560985215e-02,1.325652366383047592e-02,2.735108677044140735e-01,4.946022194756657248e-02
2.923555100592715007e+03,7.694329645749204971e+00,9.568981375580388749e-01,1.790920658650111330e-03,-1.859618960341842042e+00,4.309080102977383420e-03,1.099756723014321952e-01,9.215303379359318647e-02,3.808115051147130670e-01,1.201929895164067230e-01
1.508626561869481748e+03,6.656119031341272141e+00,9.331973093489216442e-01,2.512163755420347786e-03,-1.801264880356433062e+00,5.123309984207859678e-03,1.523390885735766420e-01,8.461413039208624809e-02,4.082027244705708213e-01,2.016643364559266016e-01
1.645820039044288933e+04,5.810767743421912002e+01,9.084272410917911822e-01,3.574478209243707287e-03,-1.742524793564705021e+00,6.444397040454172276e-03,4.422152972968632634e-01,1.847181146533049823e-01,7.365478760046462181e-01,1.250616778611191859e-01
3.432762180446618004e+03,9.924492967891573869e+00,8.779129544663737406e-01,3.726399905158964739e-03,-1.672515435470427247e+00,6.953402894376445320e-03,4.618723902703906203e-01,1.395197248406902790e-01,7.448871405041335159e-01,1.952784146384736186e-01
5.453101812339660682e+03,9.814557109975510230e+00,7.872348354750204891e-01,9.625070722000384285e-03,-1.546116459120108866e+00,9.158833767553378399e-03,1.047584625483381382e+00,3.093664836879601587e-01,9.095986900708036282e-01,1.970942919432719098e-01
5.838387569565222293e+03,1.969858328483254439e+01,6.795197513009277879e-01,1.218997866748443466e-02,-1.409062062841096141e+00,1.027658643194344530e-02,2.651867546243710461e+00,2.002537095672263234e+00,1.043735446848601756e+00,2.271686769719106214e-01
8.808344155371214583e+03,2.630133940080161636e+01,1.831288679617464887e-01,3.188807366804331106e-02,-1.191044072353797389e+00,9.416966901806735762e-03,9.663482171526842635e+00,7.301680760474212661e+00,9.003381047104468404e-01,1.156742559223176564e-01
1.300894025326724295e+04,4.837244576919204775e+01,1.316072435491834891e-01,3.245462183279252538e-02,-1.130820506275041826e+00,9.192039560402610540e-03,1.612465432575466906e+01,1.278929721806547093e+01,8.666023051437810043e-01,1.329663862779048855e-01
1.569885022695119915e+04,5.054967461999635958e+01,1.936494880749135838e-02,2.013977511949760837e-02,-1.027118610778792851e+00,8.168717642414472999e-03,7.045852660488534980e+00,1.370396666877111258e+00,6.966242405070047772e-01,9.753031250939156460e-02
2.301581540914352445e+04,3.907975437015513620e+01,1.805129512293799157e-02,1.679631605211912015e-02,-9.652694909757212338e-01,7.732917613520541404e-03,6.799475411447321704e+00,1.755026321092488795e+00,5.778787881853600927e-01,6.318083823594432269e-02
6.066840693773992825e+03,7.708744488313919341e+00,7.274880477715981418e-03,1.523750702917029722e-02,-9.075932853012115276e-01,7.461502952509386534e-03,3.358857288664155671e+00,8.388223727829329235e-01,4.936907474620416680e-01,9.366372262294712925e-02
4.038015151066652834e+03,1.041031327739216472e+01,1.916480716470192469e-02,1.384374108726907707e-02,-8.600134795619883699e-01,7.151985995171929698e-03,4.206760759039351427e+00,2.036627328861304598e+00,4.254980273231558918e-01,8.049238646102843675e-02
4.232875876495362718e+03,1.262919198620869921e+01,2.740878551140209576e-02,1.217594442035177700e-02,-8.127566821227593108e-01,7.015263169280819278e-03,2.108974975222780657e+00,8.778438606446499204e-01,3.698619062636391841e-01,7.484405038965832868e-02
6.887379039311738779e+03,1.185035863714398907e+01,1.687283413648435135e-02,1.040536921100042311e-02,-7.801479257872528938e-01,6.981347132104977725e-03,2.317776174403407996e+00,7.914799894685109471e-01,3.570295060652297625e-01,7.274224161590067683e-02
